Area,O_BetweenStreet1,O_BetweenStreet2,DewPointC,DurationSeconds,FeelsLikeC,Hourly_Counts,Sensor_Id,Sensor_Name,Side Of Street,StreetId,StreetName,Time,WindChillC,WindGustKmph,cloudcover,humidity,moon_illumination,pressure,tempC,winddirDegree,windspeedKmph,Vehicle Present
3,0.0,0.0,12,2564,29,0.0,0,0.0,4,669,0,0,29,8,0,35,19,1020,28,120,6,1
3,0.0,0.0,16,216,25,0.0,0,0.0,3,669,0,0,23,23,1,63,34,1019,23,145,14,1
0,34.0,10.0,5,127,7,204.0,17,4.0,3,528,1,20,7,31,37,75,0,1019,9,215,20,0
28,36.0,12.0,8,19,8,922.0,21,0.0,4,123,0,14,8,33,73,86,62,1008,10,12,22,0
14,34.0,10.0,9,3265,23,2849.0,2,2.0,3,123,0,16,22,25,22,44,39,1022,22,185,14,1
2,0.0,0.0,12,6684,25,0.0,0,0.0,4,926,3,0,24,20,1,46,55,1016,24,161,16,1
20,25.0,2.0,10,2993,18,3765.0,24,12.0,2,1285,7,16,18,13,34,60,87,1020,18,192,8,0
6,31.0,8.0,15,114,31,3087.0,1,1.0,1,123,0,12,31,10,31,39,68,1010,31,347,7,1
6,32.0,29.0,1,118,7,245.0,17,4.0,4,528,1,6,7,59,48,51,0,1016,10,5,36,1
3,22.0,40.0,14,71,23,349.0,40,9.0,3,894,4,9,23,5,0,57,0,1016,21,172,4,1
6,38.0,1.0,14,2832,22,448.0,53,5.0,4,528,1,7,22,6,10,62,0,1012,21,20,4,1
2,39.0,33.0,7,844,27,577.0,18,3.0,3,528,1,14,29,33,0,25,10,1010,29,6,21,1
10,36.0,12.0,13,267,16,31.0,17,4.0,4,528,1,0,16,24,29,85,21,1019,16,134,15,1
2,0.0,0.0,10,7292,26,0.0,0,0.0,4,926,3,0,27,22,0,35,19,1018,27,174,13,1
3,0.0,0.0,16,2023,19,0.0,0,0.0,4,669,0,0,19,24,64,79,48,1016,19,178,16,1
2,0.0,0.0,15,70,27,0.0,0,0.0,4,926,3,0,26,6,17,51,41,1016,26,193,5,1
2,0.0,0.0,14,154,29,0.0,0,0.0,3,926,3,0,29,6,4,38,12,1021,29,87,5,0
14,34.0,10.0,5,96,10,2166.0,2,2.0,3,123,0,14,10,20,18,64,10,1023,12,210,16,1
0,0.0,0.0,16,1578,20,0.0,0,0.0,3,926,3,0,20,12,79,78,48,1015,20,181,9,1
2,0.0,0.0,15,1425,17,0.0,0,0.0,4,926,3,0,17,12,8,91,41,1018,16,115,6,0
0,0.0,0.0,15,7325,25,0.0,0,0.0,3,926,3,0,23,18,5,61,41,1014,23,208,11,0
1,0.0,0.0,16,1458,18,0.0,0,0.0,4,907,1,0,18,27,0,89,34,1020,18,117,13,0
9,29.0,24.0,11,791,17,547.0,36,11.0,1,1171,6,9,17,11,55,66,34,1021,17,185,10,0
14,26.0,6.0,9,25,10,260.0,36,11.0,1,1171,6,7,10,21,61,80,39,1009,12,184,16,0
14,34.0,10.0,10,6996,11,337.0,1,1.0,3,123,0,0,11,20,23,89,21,1019,12,6,11,1
1,0.0,0.0,14,1172,26,0.0,0,0.0,4,907,1,0,25,9,1,49,26,1019,24,184,8,0
16,22.0,19.0,8,22807,20,80.0,10,15.0,3,1381,9,17,20,16,12,48,69,1022,20,32,8,0
9,29.0,24.0,4,2314,16,17.0,36,11.0,5,1171,6,6,16,50,18,43,14,999,16,9,24,0
3,22.0,40.0,13,134,18,33.0,40,9.0,1,894,4,0,18,8,0,72,26,1019,17,224,4,0
6,11.0,29.0,18,2353,20,2196.0,1,1.0,3,123,0,11,20,30,93,90,86,1006,20,312,17,1
10,36.0,12.0,13,3450,20,1614.0,53,5.0,3,528,1,17,20,19,10,64,3,1019,20,185,14,1
6,27.0,15.0,10,9065,14,157.0,11,16.0,5,1398,10,15,14,7,15,79,26,1029,13,196,5,1
6,38.0,1.0,7,219,16,754.0,18,3.0,4,528,1,13,16,20,26,56,0,1017,16,228,15,0
6,27.0,15.0,6,857,9,81.0,11,16.0,5,1398,10,10,9,22,75,70,15,1008,11,293,17,1
21,41.0,32.0,15,967,23,269.0,40,9.0,1,894,4,20,23,14,8,61,56,1014,23,108,6,1
2,0.0,0.0,10,544,29,0.0,0,0.0,4,926,3,0,30,11,0,30,19,1019,29,179,8,0
0,0.0,0.0,16,100,27,0.0,0,0.0,4,926,3,0,27,12,10,50,41,1014,27,194,9,1
2,0.0,0.0,16,2689,18,0.0,0,0.0,4,926,3,0,18,15,85,86,34,1022,18,191,11,1
6,38.0,1.0,9,722,13,1028.0,18,3.0,4,528,1,16,13,14,10,74,49,1025,13,24,8,1
2,0.0,0.0,12,6461,25,0.0,0,0.0,4,926,3,0,25,26,0,45,55,1016,25,159,20,0
2,0.0,0.0,13,190,17,0.0,0,0.0,3,926,3,0,17,25,0,77,55,1018,17,132,15,0
1,0.0,0.0,12,2011,19,0.0,0,0.0,4,907,1,0,19,11,0,67,19,1019,17,168,5,1
2,0.0,0.0,15,6201,17,0.0,0,0.0,4,926,3,0,17,18,47,89,55,1016,17,166,12,1
0,34.0,10.0,9,981,15,38.0,18,3.0,4,528,1,7,15,25,63,65,86,1008,16,267,19,1
12,28.0,28.0,9,3656,10,142.0,23,13.0,5,1285,7,22,10,21,79,83,8,1012,12,252,16,1
2,0.0,0.0,16,2207,18,0.0,0,0.0,4,926,3,0,18,15,85,86,34,1022,18,191,11,1
3,22.0,40.0,5,20,10,548.0,40,9.0,1,894,4,16,10,5,9,72,68,1026,10,50,2,0
8,22.0,40.0,8,171,9,177.0,21,0.0,3,123,0,7,9,6,77,94,87,1034,9,299,3,0
15,13.0,35.0,9,118,11,110.0,40,9.0,3,894,4,7,11,24,44,80,31,1021,12,263,15,1
3,0.0,0.0,16,849,17,0.0,0,0.0,4,911,2,0,17,9,42,95,48,1014,17,189,6,0
3,22.0,40.0,17,835,20,518.0,40,9.0,3,894,4,18,20,19,5,83,26,1019,20,193,12,0
12,28.0,28.0,8,728,14,215.0,23,13.0,5,1285,7,21,14,16,0,67,18,1019,13,89,8,0
2,0.0,0.0,16,823,21,0.0,0,0.0,4,926,3,0,21,15,4,72,41,1014,21,215,8,1
3,0.0,0.0,17,1341,21,0.0,0,0.0,4,911,2,0,21,19,4,76,26,1019,21,192,13,0
0,0.0,0.0,16,1357,28,0.0,0,0.0,3,926,3,0,27,8,12,49,41,1015,27,199,7,1
0,0.0,0.0,11,2058,25,0.0,0,0.0,3,926,3,0,25,23,0,43,12,1020,25,138,11,1
20,3.0,25.0,13,684,21,3667.0,24,12.0,2,1285,7,16,21,13,42,58,0,1012,21,19,8,0
0,14.0,14.0,9,87,12,711.0,36,11.0,1,1171,6,17,12,13,13,81,65,1019,12,141,7,1
6,27.0,15.0,11,767,25,266.0,11,16.0,2,1398,10,12,24,10,0,44,31,1021,24,202,9,1
3,22.0,40.0,7,6,9,98.0,30,8.0,3,894,4,4,9,11,58,88,80,1025,9,247,6,0
7,30.0,9.0,6,1243,8,95.0,46,10.0,1,1102,5,22,8,46,36,72,33,1003,11,306,28,0
0,0.0,0.0,17,189,24,0.0,0,0.0,3,926,3,0,22,16,53,70,34,1021,22,175,13,0
15,36.0,12.0,5,1310,10,807.0,30,8.0,1,894,4,13,10,57,8,56,36,1007,13,6,43,1
12,28.0,28.0,3,391,11,296.0,23,13.0,5,1285,7,14,11,6,40,57,51,1020,11,244,5,1
3,0.0,0.0,13,4724,19,0.0,0,0.0,4,911,2,0,19,14,2,64,12,1021,19,20,7,0
3,0.0,0.0,13,6237,18,0.0,0,0.0,4,911,2,0,18,8,0,72,26,1019,17,224,4,0
2,0.0,0.0,16,2799,18,0.0,0,0.0,4,926,3,0,18,19,85,90,34,1021,18,194,13,0
14,26.0,6.0,10,166,15,482.0,36,11.0,1,1171,6,18,15,23,73,70,0,1024,15,186,15,1
3,22.0,40.0,5,2429,13,632.0,40,9.0,1,894,4,10,13,29,33,54,47,1015,14,349,21,1
3,0.0,0.0,13,4120,26,0.0,0,0.0,3,669,0,0,26,13,2,46,26,1018,25,187,11,0
6,31.0,34.0,9,33,17,927.0,53,5.0,3,528,1,9,17,13,92,58,87,1022,17,325,10,0
1,0.0,0.0,9,1111,27,0.0,0,0.0,4,907,1,0,29,23,0,29,19,1018,29,178,15,0
9,29.0,24.0,9,324,17,66.0,36,11.0,2,1171,6,9,17,24,37,59,39,1011,17,194,21,0
2,0.0,0.0,13,27000,18,0.0,0,0.0,4,926,3,0,18,8,0,72,26,1019,17,224,4,0
3,0.0,0.0,16,68,27,0.0,0,0.0,4,911,2,0,27,12,10,50,41,1014,27,194,9,1
7,30.0,9.0,18,560,21,19.0,46,10.0,1,1102,5,9,21,3,63,82,75,1009,21,111,3,1
2,0.0,0.0,13,5292,28,0.0,0,0.0,3,926,3,0,27,11,4,41,12,1021,27,46,8,1
2,0.0,0.0,12,20598,19,0.0,0,0.0,4,926,3,0,19,8,0,64,19,1020,17,72,4,0
15,36.0,12.0,13,8285,27,885.0,40,9.0,4,894,4,13,27,13,49,42,37,1013,26,55,7,0
6,18.0,41.0,9,12605,13,188.0,21,0.0,3,123,0,2,13,26,50,70,46,1017,14,168,17,0
6,27.0,15.0,6,8495,13,8.0,11,16.0,2,1398,10,13,13,13,8,62,87,1025,13,311,9,1
0,0.0,0.0,14,230,31,0.0,0,0.0,4,926,3,0,31,2,4,36,12,1020,30,128,2,0
6,17.0,11.0,8,472,11,1178.0,2,2.0,1,123,0,10,11,26,85,73,23,1018,13,295,19,1
1,0.0,0.0,13,2028,26,0.0,0,0.0,3,907,1,0,26,13,2,46,26,1018,25,187,11,0
3,0.0,0.0,12,169,26,0.0,0,0.0,4,911,2,0,26,16,3,42,26,1018,26,191,14,0
0,0.0,0.0,15,2388,20,0.0,0,0.0,4,926,3,0,20,3,0,75,26,1019,18,258,2,1
16,19.0,3.0,6,8953,8,77.0,10,15.0,3,1381,9,20,8,30,44,71,76,1018,11,212,19,1
2,0.0,0.0,12,3626,23,0.0,0,0.0,4,926,3,0,23,7,0,49,19,1021,21,14,4,0
15,36.0,12.0,8,2829,18,8.0,40,9.0,3,894,4,6,18,23,0,51,50,1020,18,9,11,0
3,0.0,0.0,14,27,26,0.0,0,0.0,4,911,2,0,25,9,1,49,26,1019,24,184,8,0
15,36.0,12.0,14,5804,20,1038.0,30,8.0,4,894,4,13,20,12,31,67,0,1017,20,241,8,1
3,0.0,0.0,16,111,18,0.0,0,0.0,4,911,2,0,18,17,82,89,34,1021,18,194,12,1
0,0.0,0.0,13,24065,18,0.0,0,0.0,4,926,3,0,18,8,0,72,26,1019,17,224,4,0
6,31.0,34.0,1,7379,9,443.0,17,4.0,3,528,1,16,9,12,54,55,0,1018,10,280,7,1
3,0.0,0.0,16,3694,29,0.0,0,0.0,4,911,2,0,28,3,0,46,19,1021,26,0,3,1
24,13.0,35.0,10,5263,21,2209.0,53,5.0,4,528,1,12,21,25,25,49,7,1008,21,349,17,1
0,15.0,13.0,6,274,5,44.0,36,11.0,1,1171,6,22,5,22,61,89,19,1024,8,239,13,0
0,0.0,0.0,16,917,19,0.0,0,0.0,4,926,3,0,19,24,64,79,48,1016,19,178,16,0
2,0.0,0.0,14,176,26,0.0,0,0.0,3,926,3,0,25,5,0,52,26,1019,22,180,5,0
2,0.0,0.0,17,260,19,0.0,0,0.0,4,926,3,0,19,12,80,88,48,1015,19,168,8,0
28,13.0,35.0,9,5952,14,255.0,21,0.0,4,123,0,9,14,3,0,73,34,1026,11,323,3,0
2,0.0,0.0,16,4927,25,0.0,0,0.0,4,926,3,0,22,17,5,67,41,1014,22,219,9,1
6,18.0,17.0,10,425,13,23.0,2,2.0,1,123,0,4,13,11,9,77,17,1018,13,256,7,1
6,17.0,11.0,11,700,12,948.0,1,1.0,4,123,0,8,12,14,79,86,12,1024,13,307,9,1
1,0.0,0.0,13,1213,28,0.0,0,0.0,3,907,1,0,27,11,4,41,12,1021,27,46,8,0
0,0.0,0.0,12,98,25,0.0,0,0.0,4,926,3,0,25,23,1,45,55,1016,25,160,18,0
19,10.0,7.0,11,1020,24,781.0,29,14.0,5,1294,8,15,23,14,3,47,17,1016,23,170,12,0
3,0.0,0.0,13,197,20,0.0,0,0.0,4,911,2,0,20,15,9,62,55,1017,20,151,13,1
0,0.0,0.0,11,4585,20,0.0,0,0.0,3,926,3,0,20,13,0,59,12,1021,18,93,6,1
2,0.0,0.0,17,4097,25,0.0,0,0.0,4,926,3,0,24,17,31,65,34,1020,24,169,13,1
6,18.0,30.0,8,1496,11,1024.0,18,3.0,4,528,1,16,11,18,98,75,100,1020,12,293,11,1
3,0.0,0.0,13,703,17,0.0,0,0.0,4,669,0,0,17,18,52,79,55,1017,17,147,14,1
28,13.0,35.0,6,3167,9,2167.0,2,2.0,4,123,0,16,9,38,74,69,22,1016,12,6,26,1
2,0.0,0.0,16,223,26,0.0,0,0.0,4,926,3,0,24,23,2,59,34,1019,24,157,15,1
6,11.0,29.0,10,1134,15,3346.0,1,1.0,1,123,0,16,15,20,37,72,21,1020,15,240,12,0
6,38.0,1.0,2,180,9,426.0,18,3.0,4,528,1,11,9,28,49,54,76,1022,11,244,24,1
2,0.0,0.0,11,1493,27,0.0,0,0.0,4,926,3,0,28,21,1,34,12,1019,28,151,11,1
1,0.0,0.0,16,83,26,0.0,0,0.0,4,907,1,0,25,21,12,58,34,1019,25,169,15,0
6,31.0,34.0,8,3295,19,470.0,18,3.0,3,528,1,11,19,3,0,47,62,1017,17,275,3,0
3,0.0,0.0,14,3351,26,0.0,0,0.0,4,911,2,0,25,5,0,52,26,1019,22,180,5,1
3,0.0,0.0,18,3895,19,0.0,0,0.0,4,911,2,0,19,22,97,93,26,1021,19,187,15,1
0,0.0,0.0,16,72,19,0.0,0,0.0,3,926,3,0,19,24,64,79,48,1016,19,178,16,1
8,22.0,40.0,12,598,31,811.0,21,0.0,4,123,0,15,31,4,0,32,71,1011,29,156,3,1
28,13.0,35.0,11,122,14,228.0,2,2.0,3,123,0,22,14,19,90,80,27,1019,14,186,13,1
18,22.0,40.0,4,1664,12,1003.0,18,3.0,4,528,1,16,12,7,6,61,65,1023,11,200,5,1
0,0.0,0.0,12,3566,29,0.0,0,0.0,3,926,3,0,30,14,2,32,12,1019,30,147,8,1
17,41.0,32.0,11,43,27,2948.0,2,2.0,4,123,0,12,28,36,19,35,8,1010,28,3,24,0
15,36.0,12.0,10,955,14,462.0,40,9.0,1,894,4,14,14,15,85,75,86,1017,15,185,12,1
3,0.0,0.0,13,8916,17,0.0,0,0.0,4,911,2,0,17,26,0,74,55,1018,17,133,16,1
2,0.0,0.0,15,19609,17,0.0,0,0.0,3,926,3,0,17,14,7,90,41,1019,16,118,7,0
4,35.0,36.0,9,4556,17,51.0,52,6.0,2,627,2,6,17,31,9,58,84,1019,17,4,18,0
8,22.0,40.0,16,638,28,1315.0,1,1.0,3,123,0,19,27,29,6,51,84,1012,27,26,14,1
0,0.0,0.0,12,49,21,0.0,0,0.0,3,926,3,0,21,24,0,57,55,1017,21,148,15,0
6,11.0,29.0,5,1915,10,2493.0,1,1.0,1,123,0,18,10,24,28,64,69,1023,11,189,16,1
9,34.0,10.0,9,4158,19,925.0,30,8.0,1,894,4,16,19,11,5,53,46,1028,19,175,7,1
0,0.0,0.0,16,530,24,0.0,0,0.0,3,926,3,0,23,19,3,69,26,1018,23,191,14,0
2,0.0,0.0,9,125,27,0.0,0,0.0,4,926,3,0,29,23,0,29,19,1018,29,178,15,1
0,0.0,0.0,15,507,17,0.0,0,0.0,3,926,3,0,17,19,60,87,48,1016,17,167,13,0
8,22.0,40.0,11,27,29,2988.0,1,1.0,3,123,0,15,29,9,3,32,5,1020,29,112,6,0
2,0.0,0.0,12,2298,29,0.0,0,0.0,4,926,3,0,29,8,0,35,19,1020,28,120,6,1
0,0.0,0.0,17,405,25,0.0,0,0.0,3,926,3,0,24,16,34,64,48,1014,24,190,14,0
17,41.0,32.0,12,341,19,154.0,21,0.0,3,123,0,7,19,27,55,66,13,1011,19,233,20,1
24,13.0,35.0,2,7200,7,184.0,18,3.0,3,528,1,18,7,15,62,61,0,1018,9,281,8,1
0,0.0,0.0,17,8790,19,0.0,0,0.0,3,926,3,0,19,20,92,92,34,1021,18,184,14,1
0,0.0,0.0,13,10281,17,0.0,0,0.0,4,926,3,0,17,26,0,74,55,1018,17,133,16,1
1,0.0,0.0,16,746,21,0.0,0,0.0,4,907,1,0,21,25,54,73,48,1015,21,181,18,0
9,34.0,10.0,4,27000,5,12.0,40,9.0,1,894,4,0,5,27,12,78,65,1028,8,13,15,1
10,36.0,12.0,14,5309,18,5.0,17,4.0,4,528,1,1,18,8,9,78,12,1021,17,64,4,0
6,18.0,17.0,9,5682,10,425.0,1,1.0,1,123,0,22,10,20,76,87,86,1018,11,209,12,0
3,22.0,40.0,10,77,11,517.0,40,9.0,1,894,4,16,11,34,85,79,99,1018,13,211,23,0
28,13.0,35.0,11,86,19,59.0,1,1.0,4,123,0,5,19,17,3,60,29,1012,18,9,10,1
8,22.0,40.0,9,529,19,2977.0,1,1.0,3,123,0,15,19,24,0,50,13,1016,19,177,21,1
6,11.0,29.0,10,9333,12,366.0,2,2.0,1,123,0,21,12,17,85,82,84,1030,13,192,11,0
0,0.0,0.0,16,2005,27,0.0,0,0.0,3,926,3,0,27,12,10,50,41,1014,27,194,9,1
6,11.0,29.0,5,24,9,1079.0,21,0.0,1,123,0,19,9,42,26,66,33,1003,11,300,24,0
18,22.0,40.0,6,191,5,147.0,53,5.0,4,528,1,22,5,30,44,89,84,1013,8,4,19,1
27,1.0,20.0,2,2020,3,63.0,24,12.0,5,1285,7,5,3,15,47,82,8,1027,5,339,8,1
6,31.0,34.0,11,327,25,2063.0,2,2.0,4,123,0,15,24,29,28,43,8,1005,24,314,19,1
16,22.0,19.0,11,14257,17,0.0,10,15.0,3,1381,9,3,17,28,18,68,27,1010,17,13,13,0
6,31.0,8.0,9,3818,15,2434.0,2,2.0,3,123,0,17,15,21,14,66,69,1018,15,170,16,1
23,28.0,28.0,16,676,25,872.0,36,11.0,1,1171,6,17,23,23,1,63,34,1019,23,145,14,1
2,39.0,33.0,5,7422,6,3.0,18,3.0,3,528,1,4,6,8,11,88,55,1031,6,127,4,0
2,0.0,0.0,16,5066,25,0.0,0,0.0,4,926,3,0,23,19,41,65,48,1014,23,187,16,1
8,22.0,40.0,8,77,13,2065.0,2,2.0,3,123,0,16,13,8,78,73,0,1018,13,278,5,1
2,0.0,0.0,15,73,17,0.0,0,0.0,3,926,3,0,17,3,38,88,41,1018,17,126,2,1
0,0.0,0.0,12,402,23,0.0,0,0.0,4,926,3,0,23,7,0,49,19,1021,21,14,4,0
0,0.0,0.0,16,7268,25,0.0,0,0.0,4,926,3,0,22,17,5,67,41,1014,22,219,9,1
2,0.0,0.0,12,2292,26,0.0,0,0.0,4,926,3,0,26,16,3,42,26,1018,26,191,14,0
6,27.0,15.0,8,140,20,100.0,11,16.0,5,1398,10,19,20,47,7,45,46,1005,20,7,22,0
0,0.0,0.0,17,3047,19,0.0,0,0.0,3,926,3,0,19,12,80,88,48,1015,19,168,8,0
11,39.0,33.0,5,2678,10,787.0,30,8.0,3,894,4,12,10,21,100,63,15,1008,12,291,15,1
1,0.0,0.0,16,10097,18,0.0,0,0.0,4,907,1,0,18,15,85,86,34,1022,18,191,11,0
0,0.0,0.0,15,3941,26,0.0,0,0.0,3,926,3,0,25,18,3,55,26,1018,25,190,15,1
0,0.0,0.0,17,58,19,0.0,0,0.0,4,926,3,0,19,12,80,88,48,1015,19,168,8,0
6,32.0,29.0,17,306,26,1347.0,17,4.0,4,528,1,17,24,20,53,66,16,1007,24,236,12,1
0,0.0,0.0,16,113,22,0.0,0,0.0,3,926,3,0,22,25,55,70,48,1014,22,181,19,1
8,22.0,40.0,8,85,9,401.0,2,2.0,3,123,0,20,9,8,41,91,100,1034,9,213,4,1
28,13.0,35.0,6,172,10,982.0,2,2.0,3,123,0,9,10,14,11,72,79,1029,11,334,10,0
6,8.0,39.0,9,21980,10,240.0,2,2.0,3,123,0,7,10,42,48,77,40,1006,13,2,28,1
11,39.0,33.0,7,673,9,118.0,30,8.0,3,894,4,1,9,32,41,75,29,1019,11,338,21,0
11,39.0,33.0,11,264,25,882.0,40,9.0,3,894,4,15,25,19,0,43,34,1014,25,175,15,1
6,38.0,1.0,10,197,13,785.0,53,5.0,4,528,1,8,13,18,97,79,86,1019,14,233,15,1
21,41.0,32.0,8,3242,19,534.0,40,9.0,1,894,4,10,19,12,0,47,6,1019,19,183,11,1
1,0.0,0.0,15,26,26,0.0,0,0.0,4,907,1,0,25,4,22,54,41,1017,25,188,3,0
3,22.0,40.0,17,4708,22,514.0,40,9.0,1,894,4,18,22,22,21,76,2,1000,22,156,12,0
14,34.0,10.0,9,575,8,637.0,2,2.0,3,123,0,9,8,30,59,86,29,1022,11,246,19,1
28,13.0,35.0,12,3599,16,1880.0,1,1.0,4,123,0,22,16,19,3,76,12,1012,16,199,12,1
2,0.0,0.0,15,628,17,0.0,0,0.0,3,926,3,0,17,3,38,88,41,1018,17,126,2,1
2,0.0,0.0,14,67,29,0.0,0,0.0,3,926,3,0,29,6,4,38,12,1021,29,87,5,1
6,38.0,1.0,12,8454,23,944.0,17,4.0,4,528,1,10,23,7,0,51,34,1017,22,163,6,1
10,36.0,12.0,16,2141,25,823.0,18,3.0,3,528,1,18,23,16,6,65,99,1008,23,179,11,1
0,0.0,0.0,16,4898,21,0.0,0,0.0,4,926,3,0,21,24,0,74,34,1019,21,128,13,1
3,0.0,0.0,16,616,17,0.0,0,0.0,4,911,2,0,17,11,61,95,48,1014,17,185,7,1
6,18.0,30.0,8,2908,26,1858.0,17,4.0,3,528,1,13,27,22,1,30,63,1008,27,333,16,0
8,22.0,40.0,7,469,11,879.0,21,0.0,4,123,0,15,11,15,100,73,4,1022,12,235,10,0
2,0.0,0.0,16,2724,18,0.0,0,0.0,3,926,3,0,18,27,0,89,34,1020,18,117,13,1
2,0.0,0.0,13,53,19,0.0,0,0.0,4,926,3,0,19,25,0,68,55,1018,19,138,15,0
1,0.0,0.0,16,593,27,0.0,0,0.0,4,907,1,0,27,12,10,50,41,1014,27,194,9,0
3,22.0,40.0,11,5880,25,32.0,40,9.0,4,894,4,0,24,28,62,45,2,1004,24,48,13,0
14,3.0,25.0,6,6866,9,576.0,36,11.0,1,1171,6,14,9,21,50,68,29,1006,11,326,15,1
15,36.0,12.0,13,284,26,461.0,30,8.0,4,894,4,10,25,14,5,47,24,1018,25,15,9,0
2,0.0,0.0,17,2622,25,0.0,0,0.0,3,926,3,0,24,17,31,65,34,1020,24,169,13,1
3,0.0,0.0,13,5379,17,0.0,0,0.0,4,669,0,0,17,25,0,77,55,1018,17,132,15,1
2,0.0,0.0,16,11702,18,0.0,0,0.0,3,926,3,0,18,1,0,87,26,1019,15,298,1,0
10,36.0,12.0,3,122,6,1879.0,17,4.0,3,528,1,8,6,40,17,65,36,1013,9,8,29,1
1,0.0,0.0,15,2207,17,0.0,0,0.0,4,907,1,0,17,14,7,90,41,1019,16,118,7,0
2,0.0,0.0,16,3324,25,0.0,0,0.0,3,926,3,0,22,23,0,67,34,1019,22,133,14,0
2,0.0,0.0,13,1369,18,0.0,0,0.0,4,926,3,0,18,8,0,72,26,1019,17,224,4,0
9,29.0,24.0,7,8465,18,968.0,36,11.0,5,1171,6,13,18,7,10,52,87,1023,17,285,6,1
15,36.0,12.0,10,1056,10,34.0,30,8.0,1,894,4,4,10,20,99,89,86,1018,11,239,14,1
6,37.0,2.0,15,1317,25,133.0,18,3.0,4,528,1,21,24,33,5,55,74,1013,24,73,16,1
15,36.0,12.0,18,17593,19,9.0,40,9.0,1,894,4,0,19,16,100,97,28,1012,19,283,10,0
23,28.0,28.0,8,12976,17,336.0,36,11.0,1,1171,6,19,17,14,13,55,61,1022,17,67,7,1
3,0.0,0.0,17,5275,21,0.0,0,0.0,3,669,0,0,21,19,4,76,26,1019,21,192,13,1
3,0.0,0.0,10,4016,21,0.0,0,0.0,3,669,0,0,21,9,0,51,19,1021,19,20,5,0
14,26.0,6.0,12,574,20,715.0,36,11.0,1,1171,6,14,20,22,17,61,59,1015,20,182,19,0
2,0.0,0.0,14,21594,17,0.0,0,0.0,4,926,3,0,17,6,12,85,12,1021,16,84,3,0
0,14.0,14.0,15,5550,16,59.0,36,11.0,5,1171,6,0,16,14,78,90,1,1012,16,104,8,1
2,0.0,0.0,15,246,17,0.0,0,0.0,4,926,3,0,17,4,29,90,41,1018,16,121,3,1
3,29.0,24.0,6,4222,16,569.0,23,13.0,5,1285,7,14,16,25,35,55,15,1018,16,208,20,1
9,25.0,2.0,2,948,3,35.0,36,11.0,1,1171,6,7,3,15,1,79,47,1030,5,12,9,1
2,0.0,0.0,10,2008,26,0.0,0,0.0,4,926,3,0,27,22,0,35,19,1018,27,174,13,0
2,0.0,0.0,14,4776,16,0.0,0,0.0,3,926,3,0,16,20,65,89,55,1016,16,151,14,0
0,15.0,13.0,10,384,11,333.0,36,11.0,1,1171,6,22,11,23,15,88,29,1019,12,241,13,1
6,5.0,11.0,6,2003,5,574.0,2,2.0,3,123,0,8,5,25,75,85,91,1010,8,354,19,0
6,17.0,11.0,5,13103,7,213.0,2,2.0,1,123,0,0,7,21,15,72,76,1017,9,183,13,1
1,0.0,0.0,14,3145,17,0.0,0,0.0,4,907,1,0,17,6,12,85,12,1021,16,84,3,0
21,41.0,32.0,8,152,21,638.0,40,9.0,1,894,4,14,21,16,0,44,6,1017,21,186,14,0
2,0.0,0.0,13,22783,17,0.0,0,0.0,4,926,3,0,17,18,52,79,55,1017,17,147,14,0
6,31.0,34.0,15,12609,28,891.0,18,3.0,3,528,1,18,28,23,25,47,74,1013,28,86,11,1
14,34.0,10.0,1,21,6,935.0,21,0.0,4,123,0,17,6,33,59,58,44,1017,9,7,23,0
0,0.0,0.0,16,1281,26,0.0,0,0.0,4,926,3,0,25,21,12,58,34,1019,25,169,15,1
0,0.0,0.0,14,1053,29,0.0,0,0.0,3,926,3,0,29,6,4,38,12,1021,29,87,5,0
1,0.0,0.0,13,3731,19,0.0,0,0.0,4,907,1,0,19,25,0,68,55,1018,19,138,15,0
2,39.0,33.0,6,204,11,403.0,17,4.0,3,528,1,14,11,22,84,66,4,1015,12,314,15,0
21,41.0,32.0,12,78,25,762.0,30,8.0,1,894,4,15,22,16,48,52,0,1012,22,22,10,1
8,22.0,40.0,9,2463,11,1215.0,21,0.0,4,123,0,17,11,16,11,80,49,1026,12,18,8,0
14,34.0,10.0,11,3584,22,2717.0,2,2.0,3,123,0,12,22,9,12,50,94,1019,22,341,6,1
1,0.0,0.0,13,205,20,0.0,0,0.0,3,907,1,0,20,15,9,62,55,1017,20,151,13,1
3,0.0,0.0,16,263,26,0.0,0,0.0,4,911,2,0,24,19,22,61,34,1020,24,169,14,0
6,17.0,11.0,12,1577,11,970.0,21,0.0,1,123,0,18,11,51,100,92,93,1005,13,226,34,1
19,10.0,7.0,11,327,12,717.0,29,14.0,5,1294,8,17,12,47,89,84,40,999,14,334,27,1
17,41.0,32.0,12,428,19,466.0,21,0.0,4,123,0,9,19,10,12,64,48,1022,18,222,8,0
2,0.0,0.0,16,186,20,0.0,0,0.0,3,926,3,0,20,15,97,80,34,1022,20,186,12,0
1,0.0,0.0,12,242,26,0.0,0,0.0,3,907,1,0,26,16,3,42,26,1018,26,191,14,1
3,0.0,0.0,12,544,20,0.0,0,0.0,4,669,0,0,20,13,0,60,19,1019,19,167,6,1
0,15.0,13.0,15,94,18,501.0,36,11.0,1,1171,6,15,18,25,83,86,86,1007,18,211,19,1
2,0.0,0.0,14,487,31,0.0,0,0.0,3,926,3,0,31,2,4,36,12,1020,30,128,2,0
